section,container,subtitle,type,title,text
09. Movement Phase,Move Units Step,09.02,accordion,09.02.01 - Selecting Units To Move,"When the Move Units step ends, the active player must have selected all of their units to make a move with, including those in strategic reserves. This means that before the phase ends, every unit in their army will have been selected to make a move, even if it is to remain stationary (09.04). Any units the active player does not select a move type for during this step will remain stationary."
09. Movement Phase,Move Units Step,09.02,accordion,09.02.02 - Selecting Modes,"Some rules instruct you to select a mode, such as fall-back moves (09.07). Modes are mutually exclusive, and you must assess each one in the order presented. When making a move, if your unit does not meet the conditions of any of the modes, it cannot make that move. | Sometimes a mode will be mandatory if applicable (e.g. consolidation modes, 12.08), but in the case of fall-back moves, ordered retreat is not mandatory, so you could select desperate escape instead. | Many move types state conditions you must meet while/after moving. Those that are labelled with a mode name only apply if you selected that mode; those not labelled with a mode name always apply."
09. Movement Phase,Move Units Step,09.02,accordion,09.02.03 - Reinforcements Step,Rules that say they happen during the Reinforcements step happen during the Move Units step.
09. Movement Phase,End Of Movement Phase,09.03,text,,Rules that are triggered at the end of the Movement phase are resolved now.
09. Movement Phase,More Than One Normal Move in a Phase.,09.05.01,text,,A unit cannot make more than one Normal Move in a phase.
10. Shooting Phase,Shooting Phase,10.00,text,,"In the Shooting phase, your units will take aim and use their ranged weapons to fire at their chosen targets. | The Shooting phase is resolved by following these steps: | 1. START OF SHOOTING PHASE | 2. SHOOT | 3. END OF SHOOTING PHASE"
10. Shooting Phase,Start Of Shooting Phase,10.01,text,,Rules that are triggered at the start of the Shooting phase are resolved now.
10. Shooting Phase,Shoot Step,10.02,text,,"The active player shoots with their eligible units one at a time, using the sequence below, until all the units they choose to shoot with have been selected to shoot and their attacks have been resolved. | A unit is eligible to shoot if it is on the battlefield and has not already been selected to shoot this phase. | 1. Select Unit: Select one friendly unit that is eligible to shoot; that unit is selected to shoot. | 2. Select Shooting Type: Select one shooting type that unit is eligible to make, and resolve it with that unit. This can be one listed below, or one presented elsewhere: | ▫ Normal shooting (10.04) | ▫ Assault shooting(10.05) | ▫ Close‑quarters shooting (10.06) | ▫ Indirect shooting (10.07)"
10. Shooting Phase,End of Shooting Phase,10.03,text,,Rules that are triggered at the end of the Shooting phase are resolved now.
11. Charge Phase,Charge Phase,11.00,text,,"In the Charge phase, you will be able to make charge moves with your units. This represents your forces closing the distance with their foes in order to engage them in bloody close combat. | The Charge phase is resolved by following these steps: | 1. START OF CHARGE PHASE | 2. CHARGE | 3. END OF CHARGE PHASE"
11. Charge Phase,Start Of Charge Phase,11.01,text,,Rules that are triggered at the start of the Charge phase are resolved now.
11. Charge Phase,Charge Step,11.02,text,,"The active player resolves charges with their eligible units one at a time, using the sequence below, until all of their units they choose to charge with have declared a charge and those charges have been resolved. | 1. Declare Charge: Select one friendly unit that has not declared a charge this phase and is eligible to declare a charge (see below). That unit declares a charge. | A unit is eligible to declare a charge if it is on the battlefield, unless otherwise stated. Here are some rules that prevent a unit from being eligible to declare a charge: | - It is not within 12"" of one or more enemy units. | - It is engaged. | - It made an advance or fall-back move this turn. | 2. Make Charge Roll: Make a charge roll by rolling 2D6: the result is the maximum distance for the charge move. | 3. Attempt Charge: If it is possible to make a charge move, and if you still want to, make a charge move with that unit (11.04). Otherwise, your unit does not make a charge move. In either case, the charge is then resolved."
11. Charge Phase,Charge Step,11.02,accordion,11.02.01 - Failed Charges,"Note that in the absence of modifiers to the charge roll, a result of 2 (a double 1) is never sufficient for a unit to complete a charge move, as a unit cannot be within engagement range (2"") when it attempts a charge. Such a roll would therefore result in a failed charge, and the unit would not move."
11. Charge Phase,Charge Step,11.02,header,,Making a charge move
11. Charge Phase,Charge Step,11.02,image,,-
11. Charge Phase,Charge Step,11.02,text,,"The BLUE unit ***(A) declares a charge*** and the ***charge roll*** generates a ***maximum distance*** of 7"". Unit ***B*** is within this distance, so can be selected as a ***charge target***, but the BLUE unit would not be able to end its ***charge move*** ***engaged*** with this unit after moving around the intervening terrain features. | Unit ***C*** is more than 7"" from the charging unit, so it cannot be selected as a ***charge target***, even though the charging unit could end its ***charge move*** within 2"" of this unit. | Units ***D*** and ***E*** are both within 7"", so can be selected as ***charge targets***. The charging unit can end its ***charge move*** ***engaged*** with all of its ***charge targets***, so this move can be made."
11. Charge Phase,End Of Charge Phase,11.03,text,,Rules that are triggered at the end of the Charge phase are resolved now.
12. Fight Phase,Fight Phase,12.00,text,,"In the Fight phase, both players get to act. First, units will pile in to maximise the number of models that are engaged, then all the combatants will make melee attacks, before units consolidate their position. | The Fight phase is resolved by following these steps: | 1. START OF FIGHT PHASE | 2. PILE IN | 3. FIGHT | 4. CONSOLIDATE | 5. END OF FIGHT PHASE"
12. Fight Phase,Start Of Fight Phase,12.01,text,,Rules that are triggered at the start of the Fight phase are resolved now.
12. Fight Phase,Start Of Fight Phase,12.01,header,,Start of Fight Phase
12. Fight Phase,Start Of Fight Phase,12.01,image,,-
12. Fight Phase,Start Of Fight Phase,12.01,text,,"Because both RED units made ***charge moves*** this turn, they are both ***Fights First*** units this phase and are both eligible to make ***pile-in moves***, even though the Monster is ***unengaged*** as it ***destroyed*** its ***charge target*** in the Charge phase using the Crushing Impact stratagem (15.06)."
